,Accessible,Adaptive_Swing,Level,Location,Name,Playground_ID,Prop_ID,lat,lon,Zip,tot_inc_num_returns,tot_inc_amnt,avg_inc_by_zip,est_median_inc
659,N,,,"Broadway, 45 Ave & 82 St",Cc Moore Homestead Park,Q361,Q361,40.7421,-73.8822,11373,50870.0,1770853000.0,34811.34263809711,12256.90284879474
660,Y,N,2.0,Northern Blvd & 90 St,Playground Ninety Xc,Q362,Q362,40.7573,-73.8786,11369,17950.0,673890000.0,37542.61838440112,36204.98915401301
661,Y,N,4.0,Northern Blvd & 93 St,Northern Playground,Q363,Q363,40.7561,-73.8746,11372,35020.0,1620726000.0,46280.01142204455,36673.42995169082
662,Y,N,2.0,46 Ave & 211 St,Marie Curie Park,Q364,Q364,40.757,-73.7717,11361,13930.0,941186000.0,67565.3984206748,37245.84837545126
663,Y,Y,3.0,"W/s 77 St, N/s 25 Ave",Louis C. Moser Park,Q366,Q366,40.7631,-73.8922,11370,13230.0,607733000.0,45935.978835978836,36779.7385620915
664,Y,N,4.0,B 83 St & Rockaway Beach Blvd,Hammel Playground,Q367,Q367,40.5882,-73.8093,11693,5780.0,290318000.0,50228.0276816609,36825.0
665,Y,N,2.0,52 Ave Bet 248 St & Marathon Pkwy,Louis Pasteur Park,Q369,Q369,40.762,-73.7354,11362,8740.0,727323000.0,83217.73455377575,63090.983606557376
666,Y,N,4.0,Vleigh Pl & Main St,Freedom Square,Q370,Q370,40.7232,-73.8203,11367,18860.0,1113164000.0,59022.481442205724,37034.634146341465
667,Y,N,4.0,B 54 ST & ALMEDA AVE,Rockaway Community Playground,Q371-01,Q371,40.5984,-73.7842,11691,22610.0,933446000.0,41284.65280849182,36329.56810631229
668,Y,N,2.0,25 Ave Bet 98 & 100 Sts,East Elmhurst Playground,Q373,Q373,40.7655,-73.8709,11369,17950.0,673890000.0,37542.61838440112,36204.98915401301
669,Y,N,4.0,166 St Bet 16 Ave & 16 Rd,Willets Point Playground,Q375,Q375,40.7838,-73.7963,11357,19850.0,1654618000.0,83356.07052896725,62595.15570934256
670,Y,N,4.0,Main St & Gravett Rd,Cedar Grove Playground,Q376,Q376,40.737,-73.8237,11367,18860.0,1113164000.0,59022.481442205724,37034.634146341465
671,Y,N,4.0,Yellowstone Blvd Bet 62 Ave & 62 Rd,Playground Sixty-two,Q377,Q377,40.7361,-73.8529,11375,35470.0,3377212000.0,95213.19424866085,63277.361853832444
672,Y,N,4.0,101 Ave Bet 82 & 83 Sts,Ampere Playground,Q378,Q378,40.6815,-73.857,11416,12330.0,438289000.0,35546.55312246553,35944.54277286136
673,Y,N,4.0,148 St & 85 Ave,Briarwood Playground,Q379,Q379,40.7103,-73.8111,11435,26370.0,1099986000.0,41713.53811149033,36613.12684365782
674,Y,N,4.0,42 Ave At Francis Lewis Blvd,Francis Lewis Playground,Q381,Q381,40.7605,-73.7841,11361,13930.0,941186000.0,67565.3984206748,37245.84837545126
675,Y,N,4.0,Beach Channel Dr Bet B 56 & B 57 Sts,Cardozo Playground,Q382,Q382,40.5932,-73.7866,11692,8780.0,357424000.0,40708.88382687927,36247.234042553195
676,Y,N,4.0,"23 Ave-ditmars Blvd, Steinway St",Ditmars Park,Q385,Q385,40.7716,-73.9072,11105,19670.0,1216618000.0,61851.44890696492,37795.80573951435
677,Y,N,2.0,"96 St, Centreville St & Albert Rd",Centerville Playground,Q386,Q386,40.6703,-73.839,11417,14960.0,661212000.0,44198.66310160428,36579.79539641944
678,Y,N,4.0,Beach Channel Dr & Seaside Ave,Bayside Playground/jhs 180 Playground,Q389,Q389,40.5848,-73.8252,11694,8880.0,794221000.0,89439.3018018018,62400.0
679,Y,N,4.0,Clintonville St Bet 17 Ave & 17 Rd,Clintonville Playground,Q390,Q390,40.7831,-73.8073,11357,19850.0,1654618000.0,83356.07052896725,62595.15570934256
680,Y,N,4.0,Grand Central Pkwy Bet 164 Pl & 168 St,Joseph Austin Playground,Q391,Q391,40.7159,-73.8007,11432,28320.0,1332599000.0,47055.049435028246,36231.25
681,Y,N,4.0,Beach Channel Dr & B 49 St,Conch Playground,Q394,Q394,40.596,-73.7808,11691,22610.0,933446000.0,41284.65280849182,36329.56810631229
682,Y,N,4.0,"20 Rd-20 Ave, 37-38 Sts",Steinway Playground (jhs 141),Q395,Q395,40.7764,-73.9035,11105,19670.0,1216618000.0,61851.44890696492,37795.80573951435
683,Y,N,4.0,Springfield Blvd Bet Eastgate Plaza & 139 Ave,Montbellier Park,Q396,Q396,40.6747,-73.7565,11413,21710.0,1054522000.0,48573.099953938276,36910.76388888889
684,N,,,35 Ave Bet 171 & 172 Sts,Auburndale Playground,Q397,Q397,40.7658,-73.7943,11358,18980.0,1129257000.0,59497.20758693361,36549.60835509138
685,Y,N,4.0,"Woodward Ave, Woodbine St, Fairview Ave, Madison S",Rosemary's Playground,Q398,Q398,40.7047,-73.904,11385,48790.0,2266998000.0,46464.39844230375,37089.73354231975
686,Y,N,4.0,Northeast Corner of 212th Street and 23rd Avenue,Bay Terrace Playground,Q399,Q399,40.7823,-73.7776,11360,10040.0,913397000.0,90975.796812749,63166.42857142857
687,Y,N,2.0,E/s Springfield Blvd & 54 Ave,Oakland Gardens,Q400,Q400,40.7536,-73.7598,11364,17800.0,1209766000.0,67964.38202247191,37113.4110787172
688,Y,N,4.0,Queens Blvd Bet 62 Ave & 62 Rd,Lost Battalion Hall,Q401,Q401,40.7322,-73.8652,11374,22900.0,1429415000.0,62419.86899563319,37528.51239669421
689,Y,N,4.0,167 St & 109 Ave,Latimer Playground,Q402,Q402,40.6964,-73.7862,11433,16540.0,603266000.0,36473.15598548972,36316.52173913043
690,Y,Y,3.0,"S/s Hammels Boulevard, B 80th to B 79th Street, Beach Channel Drive",Beach Channel Playground,Q403,Q403,40.589,-73.8058,11693,5780.0,290318000.0,50228.0276816609,36825.0
691,Y,N,4.0,115 Rd Bet 218 & 219 Sts,East Springfield Playground,Q404,Q404,40.6986,-73.74,11411,10760.0,557896000.0,51849.07063197026,36955.087719298244
692,Y,N,4.0,"204 St, Hollis Ave, 205 St, 111 Ave",Hollis Playground,Q405,Q405,40.7065,-73.7531,11412,19280.0,844253000.0,43789.05601659751,36645.454545454544
693,N,,,"Springfield Blvd, 145 Rd, Arthur St",Springfield Park North Jhs 231,Q406,Q406,40.6641,-73.7598,11413,21710.0,1054522000.0,48573.099953938276,36910.76388888889
694,Y,Y,3.0,"B 8 St, Lanett Ave, B 9 St",Lanett Playground,Q407,Q407,40.5995,-73.7441,11691,22610.0,933446000.0,41284.65280849182,36329.56810631229
695,Y,Y,2.0,155 Ave Bet 84 & 85 Sts,Harold Schneiderman Playground,Q408,Q408,40.6652,-73.8505,11414,13320.0,936595000.0,70314.93993993994,62247.36842105263
696,Y,Y,1.0,NR GUY BREWER BLVD & 134 AVE,Rochdale Park (jhs 72),Q413-02,Q413,40.6742,-73.7752,11434,32580.0,1412163000.0,43344.47513812155,37074.78902953587
697,Y,N,4.0,"N Conduit Ave, Arion Rd, 149 Ave",Rocket Park,Q414,Q414,40.6707,-73.8462,11417,14960.0,661212000.0,44198.66310160428,36579.79539641944
698,Y,N,2.0,37 Ave Bet 112 & 113 Sts,Louis Armstrong Playground,Q415,Q415,40.7554,-73.8557,11368,48530.0,1450218000.0,29882.917782814755,12591.78327951202
699,Y,N,4.0,147 St Bet 26 & 27 Aves,Edward Hart T Playground,Q419,Q419,40.774,-73.8189,11354,30420.0,1140498000.0,37491.71597633136,11574.456218627998
700,Y,N,4.0,89 St & 160 Ave,Walter Ward Playground,Q421,Q421,40.6577,-73.8439,11414,13320.0,936595000.0,70314.93993993994,62247.36842105263
701,Y,N,4.0,St Marks Ave & B 109 St,Seaside Playground,Q422,Q422,40.5806,-73.8309,11694,8880.0,794221000.0,89439.3018018018,62400.0
702,Y,N,4.0,"Fresh Pond Rd, 63 St, 59 Drive",Reiff Playground,Q423,Q423,40.7186,-73.9017,11378,17640.0,975889000.0,55322.50566893424,36947.76119402985
703,Y,N,4.0,YELLOWSTONE BLVD BET 68 AVE & 68 RD,Katzman Playground,Q425-01,Q425,40.7262,-73.8479,11375,35470.0,3377212000.0,95213.19424866085,63277.361853832444
704,Y,N,4.0,Baisley Blvd & Bedell St,North Rochdale Playground,Q426,Q426,40.68,-73.7749,11434,32580.0,1412163000.0,43344.47513812155,37074.78902953587
705,Y,Y,3.0,173 St & 137 Ave,South Rochdale Playground,Q427,Q427,40.6738,-73.7691,11434,32580.0,1412163000.0,43344.47513812155,37074.78902953587
706,Y,N,4.0,62 Dr Bet 97 & 98 Sts,Horace Harding Playground,Q428,Q428,40.7332,-73.8605,11374,22900.0,1429415000.0,62419.86899563319,37528.51239669421
707,Y,N,4.0,36 Ave Bet 9 & 10 Sts,Spirit Playground,Q429,Q429,40.7613,-73.9414,11106,21880.0,1216535000.0,55600.31992687386,37623.7721021611
708,Y,N,4.0,"149 Rd, Weller Lane, 149 Ave, 253 St",Sunrise Playground,Q430,Q430,40.6527,-73.7364,11422,16560.0,810979000.0,48972.16183574879,37033.48115299335
709,Y,N,4.0,"51 Pl, 74 St, 51 Ave",Long Island Mews,Q434,Q434,40.7361,-73.8901,11373,50870.0,1770853000.0,34811.34263809711,12256.90284879474
710,Y,N,4.0,"29th Street, 30 Street, 30 Avenue, Newtown Avenue",Athens Square,Q436,Q436,40.7677,-73.9225,11102,19250.0,1079217000.0,56063.22077922078,37734.666666666664
711,Y,N,4.0,"Murray St, Barclay Ave, 156 St, Sanford Ave",Murray Hill Playground,Q437,Q437,40.7617,-73.8118,11355,50950.0,1452161000.0,28501.687929342494,11796.078992558672
712,Y,N,2.0,W/s 98 St Bet Northern Blvd & 32 Ave,Tot Lot Park,Q439,Q439,40.7579,-73.8708,11369,17950.0,673890000.0,37542.61838440112,36204.98915401301
713,Y,N,4.0,"B 65th Street, Beach Channel Drive",Almeda Playground,Q443,Q443,40.5934,-73.7947,11692,8780.0,357424000.0,40708.88382687927,36247.234042553195
714,Y,N,2.0,"38 St, 31 Av & Brwy Btwn 31 Av & Broadway",Sean's Place,Q444,Q444,40.7605,-73.9183,11103,20830.0,1145304000.0,54983.389342294766,38071.45669291339
715,Y,N,4.0,136th Street and 14 Road,136 St Playground,Q445-01,Q445,40.7847,-73.833,11356,12380.0,550872000.0,44496.930533117935,36316.78082191781
716,Y,N,2.0,NEAR THE RECREATION BUILDING; OFF BAISLEY AVE,Playground,Q448-99,Q448,40.6858,-73.7698,11434,32580.0,1412163000.0,43344.47513812155,37074.78902953587
717,Y,N,4.0,109 St Bet 46-47 Aves,Corona Golf Playground,Q450,Q450,40.7476,-73.8546,11368,48530.0,1450218000.0,29882.917782814755,12591.78327951202
718,Y,N,4.0,Cross Bay Blvd Bet 196 & 197 Aves,Gene Gray Playground,Q456,Q456,40.6062,-73.8192,11693,5780.0,290318000.0,50228.0276816609,36825.0
719,Y,N,4.0,"14th Ave, 121st St, College Pt Blvd",College Point Park,Q457,Q457,40.7856,-73.8465,11356,12380.0,550872000.0,44496.930533117935,36316.78082191781
720,Y,N,4.0,"Cross Bay Blvd, 100 Pl, E 18 Rd, 203 Ave",Broad Channel Park,Q460,Q460,40.601,-73.8198,11693,5780.0,290318000.0,50228.0276816609,36825.0
721,Y,Y,3.0,CLOVE RD & CHESHIRE PL,Clove Lakes Park Playground,R005-01,R005,40.6185,-74.106,10301,18080.0,1251042000.0,69194.80088495575,37216.36828644501
722,Y,Y,3.0,CLOVE ROAD & FOREST AVE,Saturn Play Equipment,R005-15,R005,40.6271,-74.1211,10301,18080.0,1251042000.0,69194.80088495575,37216.36828644501
723,Y,N,4.0,BILLOPS AVE AND SWINNERTON ST.,Conference House Park,R006,R006,40.4994,-74.2449,10307,6500.0,615515000.0,94694.61538461539,62910.58823529412
724,Y,N,4.0,"Richmond Terr To Kill Van Kull, Faber St",Faber Park,R008,R008,40.6409,-74.1358,10302,8080.0,415074000.0,51370.544554455446,36501.07526881721
725,N,,,"High St, Lyman Ave, Bay & Summer Sts",White Playground,R012,R012,40.6076,-74.0631,10305,19300.0,1189216000.0,61617.40932642487,36953.25301204819
726,Y,N,4.0,"Delafield Pl, Bard & Davis Aves",Walker Park,R015,R015,40.6433,-74.1094,10310,11460.0,715732000.0,62454.799301919724,36948.92703862661
727,Y,Y,2.0,UNIVERSITY PL & REVERE ST,Silver Lake Park,R022-04,R022,40.6279,-74.0999,10301,18080.0,1251042000.0,69194.80088495575,37216.36828644501
728,Y,N,4.0,"Beechwood Ave, Crescent & Cleveland Sts",Mahoney Playground,R025,R025,40.6434,-74.0858,10301,18080.0,1251042000.0,69194.80088495575,37216.36828644501
729,Y,N,4.0,"Mill Rd, Weed Ave, Tysens Lane",Dugan Playground,R026,R026,40.5614,-74.1108,10306,26840.0,1946182000.0,72510.50670640834,62548.3870967742
730,Y,N,4.0,RICHMOND AVE /ELTON/ NR BOATHSE,Willowbrook Park,R030-099,R030,40.6036,-74.1584,10314,40740.0,2898644000.0,71149.82817869415,37278.52760736196
731,Y,N,4.0,BETWEEN PARK BUILDING AND POND,Wolfes Pond Park,R031-08,R031,40.5161,-74.191,10309,15000.0,1302081000.0,86805.4,62446.63461538462
732,Y,Y,3.0,"END OF CORNELIA AVE, OPP HOCKEY RINK",Wolfes Pond Park,R031-11,R031,40.5184,-74.1872,10309,15000.0,1302081000.0,86805.4,62446.63461538462
733,N,,,Jewett & Castleton Aves,Levy Playground,R033,R033,40.634,-74.1289,10302,8080.0,415074000.0,51370.544554455446,36501.07526881721
734,N,,,"Forest Ave, Myrtle Ave",McDonald Playground,R034,R034,40.6296,-74.1153,10310,11460.0,715732000.0,62454.799301919724,36948.92703862661
735,N,,,"Tompkins Ave, Chestnut St & Shaughnessy Lane",De Matti Playground,R035,R035,40.6145,-74.0742,10305,19300.0,1189216000.0,61617.40932642487,36953.25301204819
736,Y,N,4.0,"Harbor Rd, Richmond Terrace",Mariners Harbor Playground,R036,R036,40.6365,-74.1605,10303,12170.0,539728000.0,44349.055053410026,36413.26530612245
737,Y,N,4.0,"Winter Ave, Bismark Ave",Liotti Ikefugi Playgound,R037,R037,40.6387,-74.0839,10301,18080.0,1251042000.0,69194.80088495575,37216.36828644501
738,Y,N,2.0,"Lincoln, Mason, Midland, Boundary, Bedford Aves",Midland Playground,R038,R038,40.5745,-74.0988,10306,26840.0,1946182000.0,72510.50670640834,62548.3870967742
739,N,,,"Midland, Mason, Bedford Aves",Midland Field,R038A,R038A,40.5761,-74.0985,10306,26840.0,1946182000.0,72510.50670640834,62548.3870967742
740,Y,N,4.0,"Virginia Ave, Anderson St",Kaltenmeir Playground,R042,R042,40.6147,-74.0685,10305,19300.0,1189216000.0,61617.40932642487,36953.25301204819
741,Y,Y,4.0,"WILD AVE, PEARSON ST",Schmul Park,R045-01,R045,40.5894,-74.187,10314,40740.0,2898644000.0,71149.82817869415,37278.52760736196
742,Y,N,2.0,CAPADONNO BLVD & SAND LANE,Playland,R046-05,R046,40.5888,-74.0674,10305,19300.0,1189216000.0,61617.40932642487,36953.25301204819
743,Y,N,2.0,"BET MILLER FIELD, GREELY AVE",Midland Playground,R046-06,R046,40.5686,-74.0911,10305,19300.0,1189216000.0,61617.40932642487,36953.25301204819
744,Y,N,4.0,"BET GRAHAM BLVD, JEFFERSON AVE",Midland Beach Playground,R046-07,R046,40.5743,-74.0844,10305,19300.0,1189216000.0,61617.40932642487,36953.25301204819
745,Y,N,4.0,"Foster, Carlton, Burchard Aves",Carlton Park,R053,R053,40.5331,-74.2023,10309,15000.0,1302081000.0,86805.4,62446.63461538462
746,Y,N,4.0,"Tompkins Ave, Broad & Hill Sts",Stapleton Playground,R061,R061,40.6233,-74.0796,10304,19720.0,1382367000.0,70099.74645030426,36407.23981900453
747,Y,N,2.0,"Sand Lane, Major & Mcfarland Aves",Arrochar Playground,R062,R062,40.5978,-74.0706,10305,19300.0,1189216000.0,61617.40932642487,36953.25301204819
748,Y,N,2.0,"Parkinson Ave, Kramer St",Old Town Playground,R063,R063,40.5954,-74.0814,10305,19300.0,1189216000.0,61617.40932642487,36953.25301204819
749,Y,Y,3.0,"Schmidts Lane, Manor Rd & Laguardia Ave",Toad Hall Playground,R064,R064,40.6087,-74.1198,10314,40740.0,2898644000.0,71149.82817869415,37278.52760736196
750,Y,N,4.0,INSIDE WILLOWBROOK PARK ADJ TO CAROUSEL FOR ALL CHILDREN,Adventure Station,R065-01,R065,40.6031,-74.158,10301,18080.0,1251042000.0,69194.80088495575,37216.36828644501
751,Y,Y,4.0,WOODHULL AV & DRUMGOOLE RD EAST,Woodhull Playground,R065-02,R065,40.5321,-74.1977,10301,18080.0,1251042000.0,69194.80088495575,37216.36828644501
752,N,,,Dongan Hills Ave & Sirr,Macarthur Park,R067,R067,40.5868,-74.1003,10306,26840.0,1946182000.0,72510.50670640834,62548.3870967742
753,Y,Y,4.0,"Grandview Ave, Continental Pl",The Big Park,R068,R068,40.6309,-74.1645,10303,12170.0,539728000.0,44349.055053410026,36413.26530612245
754,Y,N,4.0,"Foote Ave, Howard Ave & Martha St",Terrace Playground,R069,R069,40.6137,-74.0985,10301,18080.0,1251042000.0,69194.80088495575,37216.36828644501
755,Y,N,4.0,"Hillcrest Ave, N/o Highmount Rd",Great Kills Veterans Playground,R071,R071,40.5471,-74.1519,10308,13620.0,1057582000.0,77649.19236417033,62590.862944162436
756,Y,N,4.0,"Adelaide Ave, Clawson Rd",Clawson Playground,R072,R072,40.5605,-74.1236,10306,26840.0,1946182000.0,72510.50670640834,62548.3870967742
757,Y,N,4.0,"Targee St, Naples St",Naples Playground,R073,R073,40.6025,-74.0903,10304,19720.0,1382367000.0,70099.74645030426,36407.23981900453
758,Y,,4.0,"Willowbrook Pkwy, Forest Ave & Houston St",Markham Playground,R076,R076,40.6235,-74.1461,10302,8080.0,415074000.0,51370.544554455446,36501.07526881721
759,Y,N,4.0,"HYLAN BLVD, SHARROTT & SEGUINE AVES",Lemon Creek Park,R079-01,R079,40.5121,-74.1979,10309,15000.0,1302081000.0,86805.4,62446.63461538462
760,Y,N,4.0,"Hylan Blvd, Huguenot, Edith & Sycamore Aves",Prescott Playground,R085,R085,40.5226,-74.1861,10312,29230.0,2406109000.0,82316.42148477591,62642.21698113208
761,Y,Y,3.0,"Layton Ave, Bismark Ave",Davis Playground,R086,R086,40.6422,-74.0858,10301,18080.0,1251042000.0,69194.80088495575,37216.36828644501
762,Y,N,4.0,"Mason, Buel, Dongan Hills Aves",Dongan Playground,R087,R087,40.5826,-74.089,10305,19300.0,1189216000.0,61617.40932642487,36953.25301204819
763,Y,N,2.0,"Redgrave, Greencroft Sts, Ainsworth & Durant Aves",Greencroft Playground,R089,R089,40.5518,-74.1364,10308,13620.0,1057582000.0,77649.19236417033,62590.862944162436
764,Y,N,2.0,"Preston Ave, Koch Blvd, Arden Rd & Osborne St",Double Nickel Playground/ps 55,R090,R090,40.5369,-74.1626,10312,29230.0,2406109000.0,82316.42148477591,62642.21698113208
765,Y,N,4.0,"Richmond Pkwy, Heenan, N Railroad Aves",Ida Court,R097,R097,40.5383,-74.1873,10312,29230.0,2406109000.0,82316.42148477591,62642.21698113208
766,Y,N,4.0,"Elizabeth St,forest Ave,broadway,clove Lakes Pl",Prall Playground,R105,R105,40.6286,-74.1181,10310,11460.0,715732000.0,62454.799301919724,36948.92703862661
767,Y,,1.0,"DRUMGOOLE RD, MAGUIRE AVE",Bloomingdale Park,R106,R106,40.5321,-74.2147,10309,15000.0,1302081000.0,86805.4,62446.63461538462
768,Y,N,4.0,"BROADWAY, WAYNE ST.",Cpl Thompson Park,R109,R109,40.6379,-74.1191,10310,11460.0,715732000.0,62454.799301919724,36948.92703862661
769,Y,N,4.0,"Joline Ave, Hylan Blvd",Tottenville Pool,R110,R110,40.5054,-74.236,10307,6500.0,615515000.0,94694.61538461539,62910.58823529412
770,Y,N,4.0,"N/s Wall St, St Marks Pl & Belmont Pl",Lt Lia Playground,R111,R111,40.6436,-74.0798,10301,18080.0,1251042000.0,69194.80088495575,37216.36828644501
771,Y,Y,1.0,"Jules Dr, Elson Ct, Regis Dr",Jennifer's Playground,R114,R114,40.6201,-74.1631,10314,40740.0,2898644000.0,71149.82817869415,37278.52760736196
772,Y,N,4.0,Arnold St & Prospect Av Bet Harvard Av & Clyde Pl,Skyline Playground,R123,R123,40.6394,-74.0897,10301,18080.0,1251042000.0,69194.80088495575,37216.36828644501
773,Y,N,4.0,Targee Street & Oder Avenue,Luis R Lopez Park,R125,R125,40.6115,-74.085,10304,19720.0,1382367000.0,70099.74645030426,36407.23981900453
774,Y,N,4.0,"Sobel Ct, Vanderbilt Av, Oder Av",Sobel Court Park,R144,R144,40.615,-74.0839,10304,19720.0,1382367000.0,70099.74645030426,36407.23981900453
775,Y,N,4.0,West 181st Street and Aqueduct Avenue,Aqueduct Lands Playground,X001-01,X001,40.8576,-73.9086,10468,35660.0,1068681000.0,29968.62030286035,12840.999010880316
776,Y,N,2.0,MORTON PL & UNIVERSITY AVE,Morton Playground,X001A-01,X001A,40.8513,-73.9143,10453,37600.0,983753000.0,26163.643617021276,12782.1735395189
777,Y,N,4.0,"LYDIG AVE, BRONX PK E",Ben Abrams Playground,X002-04,X002,40.8545,-73.8701,10458,34320.0,993987000.0,28962.325174825175,12844.60141271443
778,Y,N,4.0,"BRONXDALE AVE, BRONX PK E",Brady Playground,X002-05,X002,40.8514,-73.8688,10458,34320.0,993987000.0,28962.325174825175,12844.60141271443
779,Y,N,4.0,"WARING AVE, BRONX PK E",Waring Playground,X002-05A,X002,40.8605,-73.8715,10458,34320.0,993987000.0,28962.325174825175,12844.60141271443
780,Y,Y,2.0,"EAST 180TH ST, BOSTON RD",River Park,X002-07,X002,40.8431,-73.8773,10458,34320.0,993987000.0,28962.325174825175,12844.60141271443
781,Y,N,4.0,"E 204 ST, W/S BRONX PARK",French Charley Playground,X002-08,X002,40.8699,-73.8763,10458,34320.0,993987000.0,28962.325174825175,12844.60141271443
782,N,,,MOSHOLU PKWY/WEBSTER AVE/BOTANICAL SQUARE,Frisch Field In Bronx Park,X002-10,X002,40.8684,-73.8809,10458,34320.0,993987000.0,28962.325174825175,12844.60141271443
783,Y,N,4.0,BRONX RIVER PKWY & ROSEWOOD ST,Rosewood Playground,X002-14,X002,40.8729,-73.871,10458,34320.0,993987000.0,28962.325174825175,12844.60141271443
784,N,,,E 227 ST/BRONX RIVER PARKWAY,227st Playground,X004-01,X004,40.8908,-73.8642,10460,25120.0,712300000.0,28355.891719745225,12829.589041095891
785,Y,N,2.0,"E 219 ST, BX RIVER PKWY",Olinville Playground,X004-02,X004,40.884,-73.867,10460,25120.0,712300000.0,28355.891719745225,12829.589041095891
786,N,,,"MORRISON AVE, WATSON AVE",Parque De Los Ninos,X004-03,X004,40.828,-73.8736,10460,25120.0,712300000.0,28355.891719745225,12829.589041095891
787,Y,N,4.0,E 170 ST & TELLER AVE,Claremont Park,X008-01,X008,40.8379,-73.9081,10457,32720.0,876847000.0,26798.502444987775,12893.25
788,Y,N,4.0,MT EDEN & MORRIS AVE,Claremont Park,X008-03,X008,40.8424,-73.9091,10457,32720.0,876847000.0,26798.502444987775,12893.25
789,Y,N,4.0,"CROTONA AVE, CORTONA PK N",Crotona Playground (1),X010-01,X010,40.8421,-73.8948,10456,40390.0,1065238000.0,26373.80539737559,13036.78629690049
790,Y,N,2.0,CROTONA N BET MARMION/PROSPECT,Prospect Park (2),X010-02,X010,40.8403,-73.8914,10456,40390.0,1065238000.0,26373.80539737559,13036.78629690049
791,Y,N,2.0,CROTONA N BET WATERLOO/MARMION,Crotona Playground (3),X010-03,X010,40.8391,-73.8892,10456,40390.0,1065238000.0,26373.80539737559,13036.78629690049
792,Y,N,2.0,CROTONA E BET WATERLOO/E 173,Crotona Playground (4),X010-04,X010,40.8383,-73.8896,10456,40390.0,1065238000.0,26373.80539737559,13036.78629690049
793,Y,N,2.0,CROTONA PK E @ E 173 ST,Hill & Dale Playground,X010-05,X010,40.8378,-73.8907,10456,40390.0,1065238000.0,26373.80539737559,13036.78629690049
794,Y,N,4.0,CROTONA E-SUBURBAN/CHARLOTTE,Boxcar Playground (6),X010-06,X010,40.8369,-73.8927,10456,40390.0,1065238000.0,26373.80539737559,13036.78629690049
795,Y,N,4.0,CROTONA E-CLAREMONT/CHARLOTTE,Carter Playground (7),X010-07,X010,40.8366,-73.8943,10456,40390.0,1065238000.0,26373.80539737559,13036.78629690049
796,Y,N,4.0,CROTONA E-CLAREMONT/PROSPECT,Martin Van Buren Playground,X010-08,X010,40.8353,-73.8959,10456,40390.0,1065238000.0,26373.80539737559,13036.78629690049
797,N,,,CROTONA S-CLINTON/PROSPECT,Clinton Playground,X010-09,X010,40.835,-73.8982,10456,40390.0,1065238000.0,26373.80539737559,13036.78629690049
798,Y,N,4.0,FULTON AVE BET ST PAUL/ E171,Playground Of The Stars,X010-10,X010,40.8359,-73.9001,10456,40390.0,1065238000.0,26373.80539737559,13036.78629690049
799,N,,,FULTON AVE E 172 ST/CLAREMONT,Crotona Playground (11),X010-11,X010,40.8386,-73.8991,10456,40390.0,1065238000.0,26373.80539737559,13036.78629690049
800,Y,N,4.0,"Fulton Avenue, East 173rd Street to East 174th Street",Bathgate Playground,X010-12,X010,40.8409,-73.8975,10456,40390.0,1065238000.0,26373.80539737559,13036.78629690049
801,Y,N,2.0,COR E TREMONT & ARTHUR AVES,Tremont Playground (1),X010A-01,X010A,40.8461,-73.8938,10457,32720.0,876847000.0,26798.502444987775,12893.25
802,N,,,COR E 175 ST & ARTHUR AVE,Tremont Playground (2),X010A-02,X010A,40.8446,-73.8946,10457,32720.0,876847000.0,26798.502444987775,12893.25
803,Y,N,4.0,W 188 ST & UNIVERSITY AVE,Devoe Park,X013-01,X013,40.8638,-73.9047,10468,35660.0,1068681000.0,29968.62030286035,12840.999010880316
804,Y,N,4.0,SEDGWICK AVE & FORDHAM AVE,Devoe Park,X013-02,X013,40.8632,-73.9078,10468,35660.0,1068681000.0,29968.62030286035,12840.999010880316
805,Y,N,4.0,"E 165 St, Hall Pl, Rogers Pl",Horseshoe Playground,X014,X014,40.8241,-73.8977,10459,21280.0,602309000.0,28303.994360902256,13000.814332247557
806,Y,N,4.0,"LOWER LEVEL, E TREMONT AVE",Echo Park,X017-01,X017,40.8492,-73.9013,10457,32720.0,876847000.0,26798.502444987775,12893.25
807,Y,N,2.0,"E 178 ST, UPPER LEVEL",Upper,X017-02,X017,40.8496,-73.902,10457,32720.0,876847000.0,26798.502444987775,12893.25
808,Y,Y,2.0,"Sedgwick Ave, Stevenson Pl, Jerome Pk Reservoir",Fort Independence Playground,X020,X020,40.882,-73.8941,10463,33940.0,2202855000.0,64904.39010017678,37291.60104986877
809,Y,N,4.0,"Fulton Ave, Bet E 169 & E 170 Sts",Drew Playground,X021,X021,40.8331,-73.9033,10456,40390.0,1065238000.0,26373.80539737559,13036.78629690049
810,Y,N,4.0,"Fulton To Franklin Aves, S/o E 167 St",Hines Park,X026,X026,40.8285,-73.9058,10456,40390.0,1065238000.0,26373.80539737559,13036.78629690049
811,Y,N,4.0,"Aldus St, Bryant, Longfellow Aves, Bruckner Blvd",Lyons Square Playground,X029,X029,40.8228,-73.8881,10459,21280.0,602309000.0,28303.994360902256,13000.814332247557
812,Y,N,2.0,E 158TH ST & RUPPERT PLAZA,Macombs Dam Park,X030-01,X030,40.8282,-73.9292,10451,23290.0,752487000.0,32309.446114212107,12920.441537203598
813,Y,N,4.0, SUMMIT AVE & 161 STREET,Summit Playground,X030-99,X030,40.8307,-73.9316,10451,23290.0,752487000.0,32309.446114212107,12920.441537203598
