,Accessible,Adaptive_Swing,Level,Location,Name,Playground_ID,Prop_ID,lat,lon,Zip,tot_inc_num_returns,tot_inc_amnt,avg_inc_by_zip,est_median_inc
354,Y,N,4.0,W 148 ST & RIVERSIDE DRIVE,Palisades Playground,M072-03,M072,40.829,-73.9506,10027,27180.0,1687853000.0,62099.08020603385,37013.960546282244
355,Y,N,4.0,"1 To 2 Aves, E 35 To E 36 Sts",St Vartan Park,M076,M076,40.7451,-73.9737,10016,31940.0,6970456000.0,218235.94239198498,87764.13612565445
356,Y,N,4.0,W 133 ST & ST NICHOLAS AVE,St Nicholas,M077-02,M077,40.8157,-73.949,10027,27180.0,1687853000.0,62099.08020603385,37013.960546282244
357,Y,N,4.0,W 140 ST & ST NICHOLAS AVE,Arlington Edinboro Playground,M077-03,M077,40.8205,-73.9468,10027,27180.0,1687853000.0,62099.08020603385,37013.960546282244
358,Y,N,4.0,W 129 ST & ST NICHOLAS TERR,St Nicholas,M077-04,M077,40.8138,-73.9508,10027,27180.0,1687853000.0,62099.08020603385,37013.960546282244
359,Y,Y,3.0,EAST 84 ST & EAST END AVE,Catbird Playground,M081-02,M081,40.774,-73.9447,10028,25100.0,9187534000.0,366037.2111553785,87969.15254237287
360,Y,Y,2.0,"Canal, Hester, Essex, Jefferson Sts",Seward Park,M082,M082,40.7148,-73.9892,10002,42180.0,2313723000.0,54853.55618776671,12081.728045325779
361,Y,N,4.0,"Riverside Dr, Claremont Ave To W 122 St",Sakura Park,M087,M087,40.813,-73.9621,10027,27180.0,1687853000.0,62099.08020603385,37013.960546282244
362,Y,Y,3.0,EAST 9 ST & AVE A,Tompkins Square Park,M088-01,M088,40.7268,-73.9826,10009,32410.0,2611193000.0,80567.51002776921,37987.53753753754
363,Y,N,4.0,E 7 ST - 8 ST & AVE B,Tompkins Square Park,M088-03,M088,40.7256,-73.9814,10009,32410.0,2611193000.0,80567.51002776921,37987.53753753754
364,Y,Y,3.0,"South of 16 Street Traverse, on the west side of the park",Union Square,M089-09,M089,40.736,-73.9908,10003,28660.0,6720746000.0,234499.16259595254,88263.9751552795
365,Y,Y,2.0,WASHINGTON SQ N/EAST OF  5 AVE,Washington Square Park,M098-01,M098,40.7308,-73.9967,10011,29920.0,8097331000.0,270632.7205882353,88524.92012779553
366,Y,N,2.0,W 173 ST & FT WASHINGTONA VE,J Hood Wright Park,M099-01,M099,40.8459,-73.9409,10033,26930.0,1228661000.0,45624.2480505013,36752.88753799392
367,Y,N,2.0,E HOUSTON TO STANTON STS,Houston St Playground,M105-01,M105,40.7229,-73.991,10002,42180.0,2313723000.0,54853.55618776671,12081.728045325779
368,Y,N,4.0,STANTON ST,Stanton St Courts,M105-02,M105,40.7221,-73.9913,10002,42180.0,2313723000.0,54853.55618776671,12081.728045325779
369,Y,N,2.0,RIVINGTON ST,Rivington St Playground,M105-04,M105,40.7214,-73.9917,10002,42180.0,2313723000.0,54853.55618776671,12081.728045325779
370,Y,Y,3.0,BET GRAND & HESTER STS,Hester St Playground,M105-08,M105,40.7174,-73.9938,10002,42180.0,2313723000.0,54853.55618776671,12081.728045325779
371,Y,Y,4.0,WEST OF HELL GATE BRIDGE,Scylla Playground,M107-01,M107,40.784,-73.9256,10035,15130.0,696825000.0,46055.84930601454,36449.87146529563
372,Y,N,4.0,"E 125 St, Fdr Drive, 1 Ave, (new Street)",Cuvillier Park,M108A,M108A,40.8009,-73.9309,10035,15130.0,696825000.0,46055.84930601454,36449.87146529563
373,Y,N,4.0,Fdr Drive & E 103 St,Playground 103 CIII,M108G,M108G,40.7871,-73.9391,10029,35060.0,1794048000.0,51170.792926411865,36603.63247863248
374,Y,N,2.0,"W 138 St, Lenox & 5 Aves",Mccray Playground,M110,M110,40.8156,-73.9378,10037,10530.0,518690000.0,49258.30959164292,37295.63636363636
375,Y,Y,1.0,E 115 St Bet 3 & Lexington Aves,James Weldon Johnson Playground,M111,M111,40.7972,-73.9418,10029,35060.0,1794048000.0,51170.792926411865,36603.63247863248
376,Y,N,4.0,E 12 St bet. Aves. A and B,Saucer Park,M113,M113,40.7282,-73.9797,10009,32410.0,2611193000.0,80567.51002776921,37987.53753753754
377,Y,N,2.0,"Essex, Norfolk & Houston Sts",Essex Playground,M116,M116,40.7218,-73.986,10002,42180.0,2313723000.0,54853.55618776671,12081.728045325779
378,Y,N,4.0,"W Houston St, Ave Of Americas, Macdougal St",William F Passannante Ball Fld,M120A,M120A,40.7286,-74.0022,10012,12470.0,3239965000.0,259820.76984763434,88264.92537313433
379,Y,N,4.0,"S/s W Houston St, Ave Of Americas",Playground Of The Americas,M120B,M120B,40.728,-74.0027,10014,18660.0,5629645000.0,301695.8735262594,143775.2155172414
380,Y,N,2.0,Rutgers & Henry Sts,Capt Jacob Joseph Playground,M122,M122,40.7136,-73.9899,10002,42180.0,2313723000.0,54853.55618776671,12081.728045325779
381,Y,N,2.0,"Houston St, E 1 St, 1 Ave",First Park,M124,M124,40.7235,-73.9898,10003,28660.0,6720746000.0,234499.16259595254,88263.9751552795
382,Y,N,2.0,"Minetta Lane, W 3 St & Ave Of Americas",Minetta Playground,M125B,M125B,40.7307,-74.0013,10012,12470.0,3239965000.0,259820.76984763434,88264.92537313433
383,Y,N,4.0,"Ave Of Americas, W 3 & W 4 Sts",West 4th Street Courts,M125C,M125C,40.7312,-74.0009,10012,12470.0,3239965000.0,259820.76984763434,88264.92537313433
384,Y,Y,2.0,Madison St Opp Jefferson St,Little Flower Playground,M132,M132,40.7124,-73.9882,10002,42180.0,2313723000.0,54853.55618776671,12081.728045325779
385,Y,Y,3.0,"W 150 St, W/s 7 Ave",Bill 'bojangle' Robinson Playground,M138,M138,40.8253,-73.9373,10039,13290.0,538272000.0,40502.031602708805,36993.055555555555
386,Y,Y,3.0,W 148 ST & HUDSON RIVER,Ten Mile River Playground,M140-01,M140,40.8298,-73.9523,10031,29340.0,1227413000.0,41834.11724608044,36862.342569269524
387,Y,N,4.0,"Harlem River, W 151 To W 154 Sts",Harlem Lane Playground,M141,M141,40.8264,-73.9349,10039,13290.0,538272000.0,40502.031602708805,36993.055555555555
388,Y,N,4.0,E 11 ST & EAST RIVER DR,East River Park,M144-01,M144,40.7245,-73.9725,10002,42180.0,2313723000.0,54853.55618776671,12081.728045325779
389,Y,Y,3.0,"Lexington Ave, E 105 To E 106 Sts",White Playground,M148,M148,40.7916,-73.9459,10029,35060.0,1794048000.0,51170.792926411865,36603.63247863248
390,Y,Y,3.0,W 45 St Bet 9 & 10 Aves,May Matthews Playground,M154,M154,40.7614,-73.9927,10036,18720.0,3747406000.0,200181.94444444444,63129.06976744186
391,Y,N,2.0,"5 Ave, W 130 To W 131 Sts",Courtney Callender Playground,M155,M155,40.81,-73.9401,10037,10530.0,518690000.0,49258.30959164292,37295.63636363636
392,N,,,"1 Ave, E 41 To E 42 Sts",Robert Moses Playground,M158,M158,40.7484,-73.9693,10017,11850.0,4047880000.0,341593.2489451477,87783.2
393,Y,N,4.0,"7 Ave, W 150 To W 151 Sts",Frederick Johnson Park,M159,M159,40.8248,-73.9355,10039,13290.0,538272000.0,40502.031602708805,36993.055555555555
394,Y,N,4.0,"Lenox Ave, W 139 To W 140 Sts",Samuel Playground,M160,M160,40.8172,-73.9392,10030,13630.0,576365000.0,42286.500366837856,36923.48066298343
395,Y,Y,3.0,"W 43 St, 8 & 9 Aves",Mccaffrey Playground,M161,M161,40.759,-73.9913,10036,18720.0,3747406000.0,200181.94444444444,63129.06976744186
396,Y,Y,1.0,"E 23 To E 25 Sts, Fdr Drive",Asser Levy Playground,M164,M164,40.7363,-73.9756,10010,17360.0,3974321000.0,228935.54147465437,87936.36363636363
397,Y,Y,4.0,"Rivington, Mangin Sts & Baruch Pl",Baruch Playground,M165,M165,40.7173,-73.9768,10002,42180.0,2313723000.0,54853.55618776671,12081.728045325779
398,Y,N,4.0,"Clinton, Cherry & Water Sts",Cherry Clinton Playground,M171,M171,40.7113,-73.9863,10002,42180.0,2313723000.0,54853.55618776671,12081.728045325779
399,Y,N,4.0,E 108 To E 109 Sts Bet Park & Madison Aves,Peter Minuit Park,M183,M183,40.7948,-73.9472,10029,35060.0,1794048000.0,51170.792926411865,36603.63247863248
400,Y,Y,3.0,"W 64 St, W/s Amsterdam Ave",Samuel N. Bennerson 2nd Playground,M184,M184,40.7738,-73.9869,10023,34070.0,11936570000.0,350354.2706193132,144775.16425755585
401,Y,N,4.0,"W 145 To W 143 Sts, Lenox Ave, Harlem River Drive",Col Charles Young Playground,M186,M186,40.8193,-73.9357,10037,10530.0,518690000.0,49258.30959164292,37295.63636363636
402,Y,Y,3.0,"2 Ave, E 96 To E 97 Sts",Marx Brothers Playground,M187,M187,40.7843,-73.9461,10029,35060.0,1794048000.0,51170.792926411865,36603.63247863248
403,Y,N,4.0,"W 126 To W 129 Sts, Amsterdam Ave To Old Broadway",Sheltering Arms Park,M190,M190,40.8147,-73.9559,10027,27180.0,1687853000.0,62099.08020603385,37013.960546282244
404,Y,N,4.0,"Fdr Drive, E 95 To E 97 St",Stanley Isaacs Court,M192,M192,40.7835,-73.9441,10029,35060.0,1794048000.0,51170.792926411865,36603.63247863248
405,Y,N,2.0,S/e Corner 5 Ave & E 135 St,Lincoln Playground,M193,M193,40.8122,-73.9372,10037,10530.0,518690000.0,49258.30959164292,37295.63636363636
406,Y,N,4.0,"Catherine Slip, Madison & South Sts",Alfred E Smith Park,M194,M194,40.7107,-73.9975,10038,12090.0,1595686000.0,131983.95368072786,63032.70440251572
407,Y,N,2.0,"Lewis, Delancey Sts",Sidney Hillman Playground,M195,M195,40.7152,-73.9796,10002,42180.0,2313723000.0,54853.55618776671,12081.728045325779
408,Y,N,4.0,"Madison St, Catherine To Oliver Sts",Alfred E. Smith Playground,M196,M196,40.7122,-73.9974,10038,12090.0,1595686000.0,131983.95368072786,63032.70440251572
409,Y,Y,1.0,"Lenox Ave, W 113 To W 114 Sts",Martin Luther King Playground,M198,M198,40.8002,-73.9504,10026,18040.0,1236140000.0,68522.17294900221,37294.84777517564
410,Y,Y,3.0,W 204 St Bet 10 & Nagle Aves,Monsignor Kett Playground,M199,M199,40.8624,-73.921,10034,20140.0,890561000.0,44218.52035749752,36678.89344262295
411,Y,N,4.0,"W 108 St, Columbus & Amsterdam Aves",Anibal Aviles Playground,M200,M200,40.8009,-73.9638,10025,45610.0,6970844000.0,152835.869326902,62960.743134087235
412,Y,N,4.0,"N/s W 108 St, Columbus & Amsterdam Aves",Booker T Washington Playground,M200A,M200A,40.8012,-73.9628,10025,45610.0,6970844000.0,152835.869326902,62960.743134087235
413,Y,N,4.0,E Houston St W/o Fdr Drive,Wald Playground,M201,M201,40.7197,-73.9769,10009,32410.0,2611193000.0,80567.51002776921,37987.53753753754
414,Y,N,4.0,"N/s E 42 St, 1 To 2 Aves",Mary O'Connor Playground,M203D,M203D,40.7496,-73.9708,10017,11850.0,4047880000.0,341593.2489451477,87783.2
415,Y,N,4.0,"S/s E 42 St, 1 To 2 Aves",Tudor Grove Playground,M203E,M203E,40.7491,-73.9712,10017,11850.0,4047880000.0,341593.2489451477,87783.2
416,Y,N,2.0,"Madison Ave, E 130 & E 131 Sts",Moore Playground,M204,M204,40.8094,-73.9385,10037,10530.0,518690000.0,49258.30959164292,37295.63636363636
417,Y,Y,1.0,"Morningside Ave, W 123 & W 124 Sts",Morningside Playground,M205,M205,40.8105,-73.9556,10027,27180.0,1687853000.0,62099.08020603385,37013.960546282244
418,Y,N,2.0,"Cherry To Water Sts, W Catherine To Market Slips",Tanahey Playground,M206,M206,40.7102,-73.9952,10002,42180.0,2313723000.0,54853.55618776671,12081.728045325779
419,Y,N,4.0,"Lexington Ave, E 128 & E 129 Sts",Harlem River Park,M208A,M208A,40.8064,-73.9353,10035,15130.0,696825000.0,46055.84930601454,36449.87146529563
420,Y,N,4.0,"Lexington Ave, E 129 To E 130 Sts",Harlem River Park,M208B,M208B,40.8069,-73.9353,10035,15130.0,696825000.0,46055.84930601454,36449.87146529563
421,Y,Y,3.0,"E 127 St, 2 Ave & Harlem River Drive",Crack Is Wack Playground,M208E,M208E,40.8044,-73.9317,10035,15130.0,696825000.0,46055.84930601454,36449.87146529563
422,Y,N,4.0,W/s 7 Ave Bet W 127 & W 129 Sts,St Nicholas South Playground,M211A,M211A,40.8111,-73.9472,10027,27180.0,1687853000.0,62099.08020603385,37013.960546282244
423,Y,N,4.0,"W/s 7 Ave, W 130 St",St Nicholas North Playground,M211B,M211B,40.8122,-73.9466,10027,27180.0,1687853000.0,62099.08020603385,37013.960546282244
424,Y,N,4.0,"N/s E 104 St, Madison & Park Aves",Mae Grant Playground,M213,M213,40.7925,-73.9494,10029,35060.0,1794048000.0,51170.792926411865,36603.63247863248
425,Y,N,4.0,E 102 To E 104 Sts & 2 Ave,Blake Hobbs Park,M214,M214,40.7891,-73.944,10029,35060.0,1794048000.0,51170.792926411865,36603.63247863248
426,Y,N,4.0,"99 To 100 Sts, 3 Ave",Washington Playground,M215,M215,40.7872,-73.9472,10029,35060.0,1794048000.0,51170.792926411865,36603.63247863248
427,Y,N,4.0,"W 155 St, 8 Ave To Harlem River Drive",Holcombe Rucker Playground,M216,M216,40.8292,-73.9361,10039,13290.0,538272000.0,40502.031602708805,36993.055555555555
428,Y,N,4.0,"W 135 To W 136 Sts, Lenox To 5 Aves",Howard Bennett Playground,M217,M217,40.8136,-73.9387,10037,10530.0,518690000.0,49258.30959164292,37295.63636363636
429,Y,N,4.0,Spring & Mulberry Sts,Desalvio Playground,M218,M218,40.7216,-73.9961,10012,12470.0,3239965000.0,259820.76984763434,88264.92537313433
430,Y,Y,3.0,W 78 St & Amsterdam Ave,Tecumseh Playground,M219,M219,40.7818,-73.9785,10024,30410.0,10166649000.0,334319.2699769813,88309.44055944055
431,Y,N,4.0,E/s Amsterdam Ave Bet W 100 & W 102 Sts,Frederick Douglass Playground,M220,M220,40.7971,-73.9675,10025,45610.0,6970844000.0,152835.869326902,62960.743134087235
432,Y,N,4.0,"N/s W 49 St, 9 & 10 Aves",Gutenberg Playground,M221,M221,40.7635,-73.9902,10019,25110.0,6587511000.0,262346.11708482675,88247.24409448818
433,Y,N,4.0,"Thompson & Canal Sts, Ave Of Americas",Grand Canal Court,M222,M222,40.7223,-74.005,10013,14940.0,6381000000.0,427108.4337349398,62958.89570552147
434,Y,Y,2.0,"Amsterdam Ave, W 136 St",Jacob Schiff Playground,M223,M223,40.8205,-73.952,10031,29340.0,1227413000.0,41834.11724608044,36862.342569269524
435,Y,N,4.0,N/s E 120 St Bet 1 & 2 Aves,Wagner Playground,M225,M225,40.7997,-73.9349,10035,15130.0,696825000.0,46055.84930601454,36449.87146529563
436,Y,N,2.0,"Second Avenue, East 19th Street to East 20th Street",Augustus Saint Gardens,M226,M226,40.7356,-73.9822,10003,28660.0,6720746000.0,234499.16259595254,88263.9751552795
437,N,,,"E 20 To E 21 Sts, 1 To 2 Aves",Peter's Field,M227,M227,40.7361,-73.9816,10010,17360.0,3974321000.0,228935.54147465437,87936.36363636363
438,N,,,"Jackson, Madison, Henry Sts",Henry M Jackson Playground,M228,M228,40.714,-73.9815,10002,42180.0,2313723000.0,54853.55618776671,12081.728045325779
439,Y,N,4.0,W 97 St & Amsterdam Ave,Happy Warrior Playground,M229,M229,40.7954,-73.9685,10025,45610.0,6970844000.0,152835.869326902,62960.743134087235
440,Y,N,4.0,E 109 St Bet 2 & 3 Aves,Poor Richards Playground,M230,M230,40.7925,-73.9426,10029,35060.0,1794048000.0,51170.792926411865,36603.63247863248
441,Y,Y,1.0,W 70 St Bet West End & Amsterdam Aves,Playground 70,M233,M233,40.7774,-73.9839,10023,34070.0,11936570000.0,350354.2706193132,144775.16425755585
442,Y,Y,4.0,St Nicholas Ave & W 156 St,Orville & Wilbur Playground,M234,M234,40.8317,-73.9418,10032,29300.0,1144085000.0,39047.26962457338,36786.299615877084
443,Y,N,2.0,"Broadway, Henry St, Gouverneur St",Sol Lain Playground,M235,M235,40.7142,-73.9838,10002,42180.0,2313723000.0,54853.55618776671,12081.728045325779
444,Y,N,4.0,"Lexington Ave, E 95 To E 96 Sts",Samuel Seabury Playground,M236,M236,40.7854,-73.9508,10128,32950.0,10699616000.0,324722.79210925644,88116.94444444444
445,Y,Y,2.0,Hudson Bet Gansevoort & Horatio Sts,Corporal John A Seravalli Playground,M237,M237,40.7391,-74.0048,10014,18660.0,5629645000.0,301695.8735262594,143775.2155172414
446,Y,N,4.0,"Amsterdam Ave, W 104 & W 105 Sts",Bloomingdale Playground,M238,M238,40.7993,-73.966,10025,45610.0,6970844000.0,152835.869326902,62960.743134087235
447,Y,Y,4.0,"E 117 To E 118 Sts, 1 To 2 Aves",Ps 155 Playground,M239,M239,40.7973,-73.9355,10035,15130.0,696825000.0,46055.84930601454,36449.87146529563
448,Y,N,4.0,"Audubon Avenue, West 169th Street and West 170th Street",Audubon Playground,M240,M240,40.8415,-73.9381,10032,29300.0,1144085000.0,39047.26962457338,36786.299615877084
449,Y,N,4.0,N/s Rivington & Attorney Sts,Nathan Straus Playground,M241,M241,40.7192,-73.984,10002,42180.0,2313723000.0,54853.55618776671,12081.728045325779
450,Y,N,4.0,"Park Ave, E 120 To E 121 Sts",Eugene Mccabe Field,M243,M243,40.8024,-73.9416,10035,15130.0,696825000.0,46055.84930601454,36449.87146529563
451,Y,N,4.0,"Columbus Ave, W 91 To W 92 Sts, Central Park W",Sol Bloom Playground,M244,M244,40.7897,-73.9688,10025,45610.0,6970844000.0,152835.869326902,62960.743134087235
452,Y,N,4.0,"7 To 8 Aves, W 143 To W 144 Sts",Ps 194 Playground,M245,M245,40.8213,-73.9414,10030,13630.0,576365000.0,42286.500366837856,36923.48066298343
453,Y,N,4.0,"W 26, 8 To 9 Aves",Penn South Playground,M249,M249,40.7476,-73.9987,10001,14520.0,2323084000.0,159992.01101928376,63177.94871794872
454,Y,N,4.0,"Hudson, Bleecker and W 11 Streets",Bleecker Playground,M251,M251,40.7364,-74.0055,10014,18660.0,5629645000.0,301695.8735262594,143775.2155172414
455,Y,N,4.0,"E 48 To E 49 Sts, Gen Douglas Macarthur Plaza",Mcarthur Park,M256,M256,40.7523,-73.9652,10017,11850.0,4047880000.0,341593.2489451477,87783.2
456,Y,N,4.0,"W 22 St, 10 Ave",Clement Clarke Moore Park,M257,M257,40.7466,-74.0043,10011,29920.0,8097331000.0,270632.7205882353,88524.92012779553
457,Y,N,4.0,"Fdr Drive, E 106 To E 107 Sts",East River Playground,M258,M258,40.7894,-73.9382,10029,35060.0,1794048000.0,51170.792926411865,36603.63247863248
458,Y,N,4.0,"Ave A, E 3-e 4 Sts",Mckinley Playground,M259,M259,40.7242,-73.9858,10009,32410.0,2611193000.0,80567.51002776921,37987.53753753754
459,Y,Y,3.0,"E 26 To E 28 Sts, 2 Ave",Bellevue South Park,M263,M263,40.74,-73.978,10016,31940.0,6970456000.0,218235.94239198498,87764.13612565445
460,Y,N,2.0,"S/s W 89 St, Amsterdam & Columbus Aves",Playground Eighty Nine Lxxxix,M264,M264,40.7887,-73.9719,10024,30410.0,10166649000.0,334319.2699769813,88309.44055944055
461,Y,N,4.0,"N/s E 29 St, W/s 2 Ave",Vincent F Albano Jr Playground,M265,M265,40.742,-73.9785,10016,31940.0,6970456000.0,218235.94239198498,87764.13612565445
462,Y,N,4.0,"Szold Pl, E 10 St",Dry Dock Playground,M270,M270,40.7255,-73.9754,10009,32410.0,2611193000.0,80567.51002776921,37987.53753753754
463,Y,N,4.0,"E/s 10 Ave, W 47 To W 48 St",Hells Kitchen Park,M277,M277,40.763,-73.9926,10036,18720.0,3747406000.0,200181.94444444444,63129.06976744186
464,N,,,"RIVER TERR,  CHAMBERS STREET.",Rockefeller North Park Playground North,M283-01,M283,40.7181,-74.0156,10007,3440.0,3048670000.0,886241.2790697674,148137.28813559323
465,Y,Y,3.0,"RIVER TERR, WARREN STREET",Nelson Rockefeller Playground,M283-02,M283,40.7172,-74.0165,10007,3440.0,3048670000.0,886241.2790697674,148137.28813559323
466,Y,N,4.0,"RIVER TERR, MURRAY STREET",Nelson Rockefeller Park Playground South,M283-03,M283,40.7158,-74.0168,10007,3440.0,3048670000.0,886241.2790697674,148137.28813559323
467,Y,N,4.0,"Between Lexington & 3 Avenues, East 122 & 123 Streets",Dr. Ronald E. McNair Playground,M285,M285,40.8026,-73.9381,10035,15130.0,696825000.0,46055.84930601454,36449.87146529563
468,Y,N,4.0,"E 90 St, York Ave, Fdr Drive",DeKovats Playground,M286,M286,40.7784,-73.9441,10128,32950.0,10699616000.0,324722.79210925644,88116.94444444444
469,Y,Y,3.0,47th St Between 8th && 9th Aves,Ramon Aponte Park,M288,M288,40.7615,-73.9893,10036,18720.0,3747406000.0,200181.94444444444,63129.06976744186
470,Y,N,4.0,E.101st St Bet. 3rd And Lexington Aves.,Scan Playground,M292,M292,40.7885,-73.9479,10029,35060.0,1794048000.0,51170.792926411865,36603.63247863248
471,Y,N,4.0,Second Ave B/w E. 90 And E. 91 Sts,Ruppert Park,M294,M294,40.781,-73.9501,10128,32950.0,10699616000.0,324722.79210925644,88116.94444444444
472,Y,N,4.0,Mercer St Between Bleecker St And West 3rd St,Mercer Playground,M295,M295,40.7276,-73.9963,10012,12470.0,3239965000.0,259820.76984763434,88264.92537313433
473,Y,N,4.0,W. 90th St B/w Broadway & Amsterdam Ave,St. Gregory's Park,M301,M301,40.7895,-73.972,10024,30410.0,10166649000.0,334319.2699769813,88309.44055944055
474,Y,N,4.0,W139th St Bet A. Clayton Powell Jr Blvd& Malcom X,Abyssinian Tot Lot,M303,M303,40.8172,-73.9408,10030,13630.0,576365000.0,42286.500366837856,36923.48066298343
475,N,,,"W.186 St, Audubon, St. Nicholas Aves",West 186th St Basketball Court,M304,M304,40.8519,-73.9309,10033,26930.0,1228661000.0,45624.2480505013,36752.88753799392
476,Y,N,4.0,G CENTRAL PKWY (UPPER AREA),Wild Flower Meadow,Q001-01,Q001,40.7427,-73.7414,11361,13930.0,941186000.0,67565.3984206748,37245.84837545126
477,Y,N,4.0,HORATIO PKWY & 50th Ave,Horatio Playground,Q001-04,Q001,40.7587,-73.7538,11361,13930.0,941186000.0,67565.3984206748,37245.84837545126
478,Y,N,2.0,NR SPRINGFIELD LOT/BALLFIELDS,Alley Pond Park: Near Ballfield,Q001-99,Q001,40.7415,-73.7487,11361,13930.0,941186000.0,67565.3984206748,37245.84837545126
479,Y,N,4.0,"WINCHESTER BLVD, UNION TPKE",Alley Athletic Playground,Q001A-01,Q001A,40.7395,-73.7343,11426,9130.0,576555000.0,63149.50711938664,36997.326203208555
480,Y,N,2.0,"Rene Ct, Grandview Av, Stanhope St, Fairview Av",Grover Cleveland Park,Q002,Q002,40.7108,-73.9112,11385,48790.0,2266998000.0,46464.39844230375,37089.73354231975
481,Y,N,4.0,SHORE BLVD OPP 23 AVE,Charybdis Playground,Q004-01,Q004,40.7793,-73.923,11105,19670.0,1216618000.0,61851.44890696492,37795.80573951435
482,Y,N,2.0,SUTPHIN BLVD & 125 AVE,Sutphin Playground,Q005-01,Q005,40.6748,-73.7891,11434,32580.0,1412163000.0,43344.47513812155,37074.78902953587
483,Y,N,2.0,LAKEVIEW LANE & 122 AVE,Lakeview Lane Playground,Q005-04,Q005,40.6777,-73.7824,11434,32580.0,1412163000.0,43344.47513812155,37074.78902953587
484,Y,N,2.0,157 ST & 116 AVE,157th St Playground,Q005-05,Q005,40.6841,-73.7861,11434,32580.0,1412163000.0,43344.47513812155,37074.78902953587
485,Y,N,4.0,119th Avenue and 155th Street,Baisley Pond Park Q005-06,Q005-06,Q005,40.6813,-73.7874,11434,32580.0,1412163000.0,43344.47513812155,37074.78902953587
486,Y,N,4.0,150 ST & 130 AVE,Baisley Park South,Q005-11,Q005,40.669,-73.7884,11434,32580.0,1412163000.0,43344.47513812155,37074.78902953587
487,Y,N,4.0,"29 AND 32 AVES, 158 TO 159 STS",Bowne Playground,Q006-01,Q006,40.7704,-73.8061,11354,30420.0,1140498000.0,37491.71597633136,11574.456218627998
488,Y,N,4.0,BEACH  32  ST  &  DICKENS AVE,Bayswater Playground,Q007-01,Q007,40.5991,-73.7672,11691,22610.0,933446000.0,41284.65280849182,36329.56810631229
489,Y,N,4.0,BROOKVILLE BLVD & 143 AVE,Brookville Playground,Q008-01,Q008,40.6632,-73.7414,11413,21710.0,1054522000.0,48573.099953938276,36910.76388888889
490,Y,N,4.0,"BROOKVILLE BLVD, 144 AVE &  CANEY RD.",Brookville Park,Q008-02,Q008,40.6621,-73.7421,11413,21710.0,1054522000.0,48573.099953938276,36910.76388888889
491,Y,N,4.0,POPPENHUSEN AVE OPP 119 ST,Macneil Playground,Q009-01,Q009,40.7934,-73.8515,11356,12380.0,550872000.0,44496.930533117935,36316.78082191781
492,Y,N,2.0,"21 Ave, 124 St, 20 Ave, 123 St",Poppenhusen Playground,Q011,Q011,40.7813,-73.8446,11356,12380.0,550872000.0,44496.930533117935,36316.78082191781
493,Y,N,4.0,33 AVE & 214 PL,Buz O' Rourke Playground,Q012-01,Q012,40.7712,-73.7714,11361,13930.0,941186000.0,67565.3984206748,37245.84837545126
494,N,,,"Whitney Ave, Judge St, 43 Ave",Veterans Grove,Q013,Q013,40.7427,-73.8775,11373,50870.0,1770853000.0,34811.34263809711,12256.90284879474
495,Y,N,4.0,"30th Road, 45th Street to 46th Street",Astoria Heights Playground (jhs 10),Q014,Q014,40.7604,-73.9118,11103,20830.0,1145304000.0,54983.389342294766,38071.45669291339
496,Y,Y,3.0,"UNION TPKE, PARK LANE S, ADJ OVERLOOK",Sobelsohn Playground,Q015-02,Q015,40.7096,-73.8358,11375,35470.0,3377212000.0,95213.19424866085,63277.361853832444
497,Y,N,4.0,108 ST & MYRTLE AVE,Jackson Pond Playground,Q015-03,Q015,40.7012,-73.8427,11375,35470.0,3377212000.0,95213.19424866085,63277.361853832444
498,Y,N,4.0,"MYRTLE AVE, WOODHAVEN BLVD",Greenhouse Playground,Q015-05,Q015,40.7014,-73.8561,11375,35470.0,3377212000.0,95213.19424866085,63277.361853832444
499,Y,Y,4.0,UNION TPKE & 71 DRIVE,Joseph Devoy Playground,Q015-07,Q015,40.7074,-73.8515,11375,35470.0,3377212000.0,95213.19424866085,63277.361853832444
500,Y,Y,3.0,80 ST & MYRTLE AVE,Dry Harbor Playground,Q015-08,Q015,40.7026,-73.8678,11375,35470.0,3377212000.0,95213.19424866085,63277.361853832444
501,Y,N,4.0,"FREEDOM DR, PK LANE S, 102 ST",Giovannelli Playground,Q015-09,Q015,40.6989,-73.8476,11375,35470.0,3377212000.0,95213.19424866085,63277.361853832444
502,N,,,79 ST & PARK LANE SOUTH,Mary Whalen Playground,Q015-10,Q015,40.6957,-73.8651,11375,35470.0,3377212000.0,95213.19424866085,63277.361853832444
503,Y,N,4.0,"46 Ave, 165 St, 164 St",Martins Field,Q017,Q017,40.7545,-73.8024,11358,18980.0,1129257000.0,59497.20758693361,36549.60835509138
504,N,,,JAMAICA AVE & ELTON ST,Lower Highland Playground,Q020-01,Q020,40.684,-73.8857,11207,43530.0,1458749000.0,33511.34849529061,13157.2318647085
505,N,,,HEALTH PL & HIGHLAND BLVD,Upper Highland Playground,Q020-02,Q020,40.6829,-73.8927,11207,43530.0,1458749000.0,33511.34849529061,13157.2318647085
506,Y,N,4.0,193RD ST AND RADNOR ROAD,Upper Playground,Q021-01,Q021,40.7264,-73.7752,11364,17800.0,1209766000.0,67964.38202247191,37113.4110787172
507,Y,N,4.0,N/O G C PKWY OPP 193 ST,Redwood Playground,Q021-02,Q021,40.7269,-73.7756,11364,17800.0,1209766000.0,67964.38202247191,37113.4110787172
